Plan,Planning,Planning Time,Triggers,JIT,Execution Time,sample
"{'Node Type': 'Aggregate', 'Strategy': 'Plain', 'Partial Mode': 'Finalize', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 583108.66, 'Total Cost': 583108.68, 'Plan Rows': 1, 'Plan Width': 16, 'Actual Startup Time': 3317.622, 'Actual Total Time': 3322.315, 'Actual Rows': 1, 'Actual Loops': 1, 'Shared Hit Blocks': 192, 'Shared Read Blocks': 393692, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Plans': [{'Node Type': 'Aggregate', 'Strategy': 'Plain', 'Partial Mode': 'Finalize', 'Parent Relationship': 'InitPlan', 'Subplan Name': 'InitPlan 1 (returns $1)', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 291686.91, 'Total Cost': 291686.92, 'Plan Rows': 1, 'Plan Width': 8, 'Actual Startup Time': 1618.115, 'Actual Total Time': 1622.725, 'Actual Rows': 1, 'Actual Loops': 1, 'Shared Hit Blocks': 192, 'Shared Read Blocks': 196750, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Plans': [{'Node Type': 'Gather', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 291686.39, 'Total Cost': 291686.9, 'Plan Rows': 5, 'Plan Width': 8, 'Actual Startup Time': 1617.867, 'Actual Total Time': 1622.713, 'Actual Rows': 6, 'Actual Loops': 1, 'Workers Planned': 5, 'Workers Launched': 5, 'Single Copy': False, 'Shared Hit Blocks': 192, 'Shared Read Blocks': 196750, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Plans': [{'Node Type': 'Aggregate', 'Strategy': 'Plain', 'Partial Mode': 'Partial', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 290686.39, 'Total Cost': 290686.4, 'Plan Rows': 1, 'Plan Width': 8, 'Actual Startup Time': 1542.413, 'Actual Total Time': 1542.414, 'Actual Rows': 1, 'Actual Loops': 6, 'Shared Hit Blocks': 192, 'Shared Read Blocks': 196750, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Workers': [], 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Async Capable': False, 'Relation Name': 'timeseries', 'Alias': 'internal', 'Startup Cost': 0.0, 'Total Cost': 277294.34, 'Plan Rows': 5356820, 'Plan Width': 0, 'Actual Startup Time': 127.94, 'Actual Total Time': 1043.358, 'Actual Rows': 4463983, 'Actual Loops': 6, 'Filter': ""((datetime >= '2020-01-01 00:00:00'::timestamp without time zone) AND (datetime <= '2020-01-31 23:59:59'::timestamp without time zone))"", 'Rows Removed by Filter': 17, 'Shared Hit Blocks': 192, 'Shared Read Blocks': 196750, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Workers': []}]}]}]}, {'Node Type': 'Gather', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 291421.22, 'Total Cost': 291421.73, 'Plan Rows': 5, 'Plan Width': 8, 'Actual Startup Time': 1694.307, 'Actual Total Time': 1699.57, 'Actual Rows': 6, 'Actual Loops': 1, 'Workers Planned': 5, 'Workers Launched': 5, 'Single Copy': False, 'Shared Hit Blocks': 0, 'Shared Read Blocks': 196942, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Plans': [{'Node Type': 'Aggregate', 'Strategy': 'Plain', 'Partial Mode': 'Partial', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 290421.22, 'Total Cost': 290421.23, 'Plan Rows': 1, 'Plan Width': 8, 'Actual Startup Time': 1631.19, 'Actual Total Time': 1631.191, 'Actual Rows': 1, 'Actual Loops': 6, 'Shared Hit Blocks': 0, 'Shared Read Blocks': 196942, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Workers': [], 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Async Capable': False, 'Relation Name': 'timeseries', 'Alias': 'external', 'Startup Cost': 0.0, 'Total Cost': 277294.34, 'Plan Rows': 5250755, 'Plan Width': 0, 'Actual Startup Time': 193.709, 'Actual Total Time': 1091.401, 'Actual Rows': 4374753, 'Actual Loops': 6, 'Filter': ""(status AND (datetime >= '2020-01-01 00:00:00'::timestamp without time zone) AND (datetime <= '2020-01-31 23:59:59'::timestamp without time zone))"", 'Rows Removed by Filter': 89247, 'Shared Hit Blocks': 0, 'Shared Read Blocks': 196942, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Workers': []}]}]}]}","{'Shared Hit Blocks': 89, 'Shared Read Blocks': 32, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0}",0.68,[],"{'Functions': 52, 'Options': {'Inlining': True, 'Optimization': True, 'Expressions': True, 'Deforming': True}, 'Timing': {'Generation': 46.269, 'Inlining': 1188.615, 'Optimization': 463.206, 'Emission': 275.982, 'Total': 1974.071}}",3353.699,1
"{'Node Type': 'Aggregate', 'Strategy': 'Plain', 'Partial Mode': 'Finalize', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 583108.66, 'Total Cost': 583108.68, 'Plan Rows': 1, 'Plan Width': 16, 'Actual Startup Time': 3319.45, 'Actual Total Time': 3323.928, 'Actual Rows': 1, 'Actual Loops': 1, 'Shared Hit Blocks': 960, 'Shared Read Blocks': 392924, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Plans': [{'Node Type': 'Aggregate', 'Strategy': 'Plain', 'Partial Mode': 'Finalize', 'Parent Relationship': 'InitPlan', 'Subplan Name': 'InitPlan 1 (returns $1)', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 291686.91, 'Total Cost': 291686.92, 'Plan Rows': 1, 'Plan Width': 8, 'Actual Startup Time': 1624.2, 'Actual Total Time': 1628.58, 'Actual Rows': 1, 'Actual Loops': 1, 'Shared Hit Blocks': 576, 'Shared Read Blocks': 196366, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Plans': [{'Node Type': 'Gather', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 291686.39, 'Total Cost': 291686.9, 'Plan Rows': 5, 'Plan Width': 8, 'Actual Startup Time': 1619.195, 'Actual Total Time': 1628.559, 'Actual Rows': 6, 'Actual Loops': 1, 'Workers Planned': 5, 'Workers Launched': 5, 'Single Copy': False, 'Shared Hit Blocks': 576, 'Shared Read Blocks': 196366, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Plans': [{'Node Type': 'Aggregate', 'Strategy': 'Plain', 'Partial Mode': 'Partial', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 290686.39, 'Total Cost': 290686.4, 'Plan Rows': 1, 'Plan Width': 8, 'Actual Startup Time': 1554.72, 'Actual Total Time': 1554.721, 'Actual Rows': 1, 'Actual Loops': 6, 'Shared Hit Blocks': 576, 'Shared Read Blocks': 196366, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Workers': [], 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Async Capable': False, 'Relation Name': 'timeseries', 'Alias': 'internal', 'Startup Cost': 0.0, 'Total Cost': 277294.34, 'Plan Rows': 5356820, 'Plan Width': 0, 'Actual Startup Time': 130.312, 'Actual Total Time': 1014.493, 'Actual Rows': 4463983, 'Actual Loops': 6, 'Filter': ""((datetime >= '2020-01-01 00:00:00'::timestamp without time zone) AND (datetime <= '2020-01-31 23:59:59'::timestamp without time zone))"", 'Rows Removed by Filter': 17, 'Shared Hit Blocks': 576, 'Shared Read Blocks': 196366, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Workers': []}]}]}]}, {'Node Type': 'Gather', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 291421.22, 'Total Cost': 291421.73, 'Plan Rows': 5, 'Plan Width': 8, 'Actual Startup Time': 1689.743, 'Actual Total Time': 1695.318, 'Actual Rows': 6, 'Actual Loops': 1, 'Workers Planned': 5, 'Workers Launched': 5, 'Single Copy': False, 'Shared Hit Blocks': 384, 'Shared Read Blocks': 196558, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Plans': [{'Node Type': 'Aggregate', 'Strategy': 'Plain', 'Partial Mode': 'Partial', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 290421.22, 'Total Cost': 290421.23, 'Plan Rows': 1, 'Plan Width': 8, 'Actual Startup Time': 1606.105, 'Actual Total Time': 1606.106, 'Actual Rows': 1, 'Actual Loops': 6, 'Shared Hit Blocks': 384, 'Shared Read Blocks': 196558, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Workers': [], 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Async Capable': False, 'Relation Name': 'timeseries', 'Alias': 'external', 'Startup Cost': 0.0, 'Total Cost': 277294.34, 'Plan Rows': 5250755, 'Plan Width': 0, 'Actual Startup Time': 183.901, 'Actual Total Time': 1098.498, 'Actual Rows': 4374753, 'Actual Loops': 6, 'Filter': ""(status AND (datetime >= '2020-01-01 00:00:00'::timestamp without time zone) AND (datetime <= '2020-01-31 23:59:59'::timestamp without time zone))"", 'Rows Removed by Filter': 89247, 'Shared Hit Blocks': 384, 'Shared Read Blocks': 196558, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Workers': []}]}]}]}","{'Shared Hit Blocks': 126, 'Shared Read Blocks': 0, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0}",0.777,[],"{'Functions': 52, 'Options': {'Inlining': True, 'Optimization': True, 'Expressions': True, 'Deforming': True}, 'Timing': {'Generation': 14.544, 'Inlining': 1090.653, 'Optimization': 456.661, 'Emission': 335.6, 'Total': 1897.457}}",3362.415,2
"{'Node Type': 'Aggregate', 'Strategy': 'Plain', 'Partial Mode': 'Finalize', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 583108.66, 'Total Cost': 583108.68, 'Plan Rows': 1, 'Plan Width': 16, 'Actual Startup Time': 3186.085, 'Actual Total Time': 3188.555, 'Actual Rows': 1, 'Actual Loops': 1, 'Shared Hit Blocks': 1728, 'Shared Read Blocks': 392156, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Plans': [{'Node Type': 'Aggregate', 'Strategy': 'Plain', 'Partial Mode': 'Finalize', 'Parent Relationship': 'InitPlan', 'Subplan Name': 'InitPlan 1 (returns $1)', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 291686.91, 'Total Cost': 291686.92, 'Plan Rows': 1, 'Plan Width': 8, 'Actual Startup Time': 1561.302, 'Actual Total Time': 1563.694, 'Actual Rows': 1, 'Actual Loops': 1, 'Shared Hit Blocks': 960, 'Shared Read Blocks': 195982, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Plans': [{'Node Type': 'Gather', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 291686.39, 'Total Cost': 291686.9, 'Plan Rows': 5, 'Plan Width': 8, 'Actual Startup Time': 1556.839, 'Actual Total Time': 1563.665, 'Actual Rows': 6, 'Actual Loops': 1, 'Workers Planned': 5, 'Workers Launched': 5, 'Single Copy': False, 'Shared Hit Blocks': 960, 'Shared Read Blocks': 195982, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Plans': [{'Node Type': 'Aggregate', 'Strategy': 'Plain', 'Partial Mode': 'Partial', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 290686.39, 'Total Cost': 290686.4, 'Plan Rows': 1, 'Plan Width': 8, 'Actual Startup Time': 1493.9, 'Actual Total Time': 1493.901, 'Actual Rows': 1, 'Actual Loops': 6, 'Shared Hit Blocks': 960, 'Shared Read Blocks': 195982, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Workers': [], 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Async Capable': False, 'Relation Name': 'timeseries', 'Alias': 'internal', 'Startup Cost': 0.0, 'Total Cost': 277294.34, 'Plan Rows': 5356820, 'Plan Width': 0, 'Actual Startup Time': 133.547, 'Actual Total Time': 1004.575, 'Actual Rows': 4463983, 'Actual Loops': 6, 'Filter': ""((datetime >= '2020-01-01 00:00:00'::timestamp without time zone) AND (datetime <= '2020-01-31 23:59:59'::timestamp without time zone))"", 'Rows Removed by Filter': 17, 'Shared Hit Blocks': 960, 'Shared Read Blocks': 195982, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Workers': []}]}]}]}, {'Node Type': 'Gather', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 291421.22, 'Total Cost': 291421.73, 'Plan Rows': 5, 'Plan Width': 8, 'Actual Startup Time': 1624.77, 'Actual Total Time': 1624.851, 'Actual Rows': 6, 'Actual Loops': 1, 'Workers Planned': 5, 'Workers Launched': 5, 'Single Copy': False, 'Shared Hit Blocks': 768, 'Shared Read Blocks': 196174, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Plans': [{'Node Type': 'Aggregate', 'Strategy': 'Plain', 'Partial Mode': 'Partial', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 290421.22, 'Total Cost': 290421.23, 'Plan Rows': 1, 'Plan Width': 8, 'Actual Startup Time': 1556.487, 'Actual Total Time': 1556.488, 'Actual Rows': 1, 'Actual Loops': 6, 'Shared Hit Blocks': 768, 'Shared Read Blocks': 196174, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Workers': [], 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Async Capable': False, 'Relation Name': 'timeseries', 'Alias': 'external', 'Startup Cost': 0.0, 'Total Cost': 277294.34, 'Plan Rows': 5250755, 'Plan Width': 0, 'Actual Startup Time': 172.518, 'Actual Total Time': 1077.262, 'Actual Rows': 4374753, 'Actual Loops': 6, 'Filter': ""(status AND (datetime >= '2020-01-01 00:00:00'::timestamp without time zone) AND (datetime <= '2020-01-31 23:59:59'::timestamp without time zone))"", 'Rows Removed by Filter': 89247, 'Shared Hit Blocks': 768, 'Shared Read Blocks': 196174, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Workers': []}]}]}]}","{'Shared Hit Blocks': 126, 'Shared Read Blocks': 0, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0}",0.593,[],"{'Functions': 52, 'Options': {'Inlining': True, 'Optimization': True, 'Expressions': True, 'Deforming': True}, 'Timing': {'Generation': 5.52, 'Inlining': 1067.035, 'Optimization': 451.846, 'Emission': 315.408, 'Total': 1839.81}}",3218.836,3
"{'Node Type': 'Aggregate', 'Strategy': 'Plain', 'Partial Mode': 'Finalize', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 583108.66, 'Total Cost': 583108.68, 'Plan Rows': 1, 'Plan Width': 16, 'Actual Startup Time': 3424.817, 'Actual Total Time': 3428.767, 'Actual Rows': 1, 'Actual Loops': 1, 'Shared Hit Blocks': 2496, 'Shared Read Blocks': 391388, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Plans': [{'Node Type': 'Aggregate', 'Strategy': 'Plain', 'Partial Mode': 'Finalize', 'Parent Relationship': 'InitPlan', 'Subplan Name': 'InitPlan 1 (returns $1)', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 291686.91, 'Total Cost': 291686.92, 'Plan Rows': 1, 'Plan Width': 8, 'Actual Startup Time': 1652.441, 'Actual Total Time': 1656.311, 'Actual Rows': 1, 'Actual Loops': 1, 'Shared Hit Blocks': 1344, 'Shared Read Blocks': 195598, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Plans': [{'Node Type': 'Gather', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 291686.39, 'Total Cost': 291686.9, 'Plan Rows': 5, 'Plan Width': 8, 'Actual Startup Time': 1652.431, 'Actual Total Time': 1656.303, 'Actual Rows': 6, 'Actual Loops': 1, 'Workers Planned': 5, 'Workers Launched': 5, 'Single Copy': False, 'Shared Hit Blocks': 1344, 'Shared Read Blocks': 195598, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Plans': [{'Node Type': 'Aggregate', 'Strategy': 'Plain', 'Partial Mode': 'Partial', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 290686.39, 'Total Cost': 290686.4, 'Plan Rows': 1, 'Plan Width': 8, 'Actual Startup Time': 1594.023, 'Actual Total Time': 1594.024, 'Actual Rows': 1, 'Actual Loops': 6, 'Shared Hit Blocks': 1344, 'Shared Read Blocks': 195598, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Workers': [], 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Async Capable': False, 'Relation Name': 'timeseries', 'Alias': 'internal', 'Startup Cost': 0.0, 'Total Cost': 277294.34, 'Plan Rows': 5356820, 'Plan Width': 0, 'Actual Startup Time': 126.406, 'Actual Total Time': 1056.337, 'Actual Rows': 4463983, 'Actual Loops': 6, 'Filter': ""((datetime >= '2020-01-01 00:00:00'::timestamp without time zone) AND (datetime <= '2020-01-31 23:59:59'::timestamp without time zone))"", 'Rows Removed by Filter': 17, 'Shared Hit Blocks': 1344, 'Shared Read Blocks': 195598, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Workers': []}]}]}]}, {'Node Type': 'Gather', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 291421.22, 'Total Cost': 291421.73, 'Plan Rows': 5, 'Plan Width': 8, 'Actual Startup Time': 1772.093, 'Actual Total Time': 1772.445, 'Actual Rows': 6, 'Actual Loops': 1, 'Workers Planned': 5, 'Workers Launched': 5, 'Single Copy': False, 'Shared Hit Blocks': 1152, 'Shared Read Blocks': 195790, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Plans': [{'Node Type': 'Aggregate', 'Strategy': 'Plain', 'Partial Mode': 'Partial', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 290421.22, 'Total Cost': 290421.23, 'Plan Rows': 1, 'Plan Width': 8, 'Actual Startup Time': 1707.468, 'Actual Total Time': 1707.469, 'Actual Rows': 1, 'Actual Loops': 6, 'Shared Hit Blocks': 1152, 'Shared Read Blocks': 195790, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Workers': [], 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Async Capable': False, 'Relation Name': 'timeseries', 'Alias': 'external', 'Startup Cost': 0.0, 'Total Cost': 277294.34, 'Plan Rows': 5250755, 'Plan Width': 0, 'Actual Startup Time': 196.567, 'Actual Total Time': 1175.617, 'Actual Rows': 4374753, 'Actual Loops': 6, 'Filter': ""(status AND (datetime >= '2020-01-01 00:00:00'::timestamp without time zone) AND (datetime <= '2020-01-31 23:59:59'::timestamp without time zone))"", 'Rows Removed by Filter': 89247, 'Shared Hit Blocks': 1152, 'Shared Read Blocks': 195790, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0, 'Workers': []}]}]}]}","{'Shared Hit Blocks': 126, 'Shared Read Blocks': 0, 'Shared Dirtied Blocks': 0, 'Shared Written Blocks': 0, 'Local Hit Blocks': 0, 'Local Read Blocks': 0, 'Local Dirtied Blocks': 0, 'Local Written Blocks': 0, 'Temp Read Blocks': 0, 'Temp Written Blocks': 0}",0.551,[],"{'Functions': 52, 'Options': {'Inlining': True, 'Optimization': True, 'Expressions': True, 'Deforming': True}, 'Timing': {'Generation': 14.517, 'Inlining': 1131.092, 'Optimization': 480.875, 'Emission': 323.517, 'Total': 1950.0}}",3457.899,4
